Entity ID,Entity Name,SP_COUNTRY_NAME,SNL_INDUSTRY,Region
102493,"Barrington Bancorp, Inc. (NASDAQGM:BABC)",USA,Savings Bank/Thrift/Mutual,Illinois
102062,Batavia Financial Corporation,USA,Savings Bank/Thrift/Mutual,Illinois
100599,"Bay Bancorp, Inc. (NASDAQGM:BYBK)",USA,Savings Bank/Thrift/Mutual,Maryland
102407,"Bay Ridge Bancorp, Inc. (NASDAQGM:BRBC)",USA,Savings Bank/Thrift/Mutual,New York
113655,"Bay State Bancorp, Inc. (NYSEAM:BYS)",USA,Savings Bank/Thrift/Mutual,Massachusetts
1032035,"Bayonne Bancshares, Inc. (NASDAQGM:FSNJ)",USA,Savings Bank/Thrift/Mutual,New Jersey
101862,BB&T - North Carolina,USA,Savings Bank/Thrift/Mutual,North Carolina
4161936,"Beacon Federal Bancorp, Inc. (NASDAQGM:BFED)",USA,Savings Bank/Thrift/Mutual,New York
102464,"Beckley Bancorp, Incorporated (NASDAQGM:BCKB)",USA,Savings Bank/Thrift/Mutual,West Virginia
102435,"Bedford Bancshares, Inc.",USA,Savings Bank/Thrift/Mutual,Virginia
102150,"Bell Bancorp, Inc. (NASDAQGM:BELL)",USA,Savings Bank/Thrift/Mutual,Illinois
101686,"Bell Savings Holdings, Inc.",USA,Savings Bank/Thrift/Mutual,Pennsylvania
1009687,Ben Franklin Bank of Illinois,USA,Savings Bank/Thrift/Mutual,Illinois
4141655,"Ben Franklin Financial, Inc.",USA,Savings Bank/Thrift/Mutual,Illinois
4101847,"Beneficial Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Pennsylvania
1026365,Benj. Franklin Federal Savings & Loan,USA,Savings Bank/Thrift/Mutual,Oregon
1024763,"Benjamin Franklin Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Massachusetts
4670829,"Best Hometown Bancorp, Inc. (OTCPK:BTHT)",USA,Savings Bank/Thrift/Mutual,Illinois
4092223,"Beverly Financial, MHC",USA,Savings Bank/Thrift/Mutual,California
101452,Beverly Savings Bank,USA,Savings Bank/Thrift/Mutual,Massachusetts
101449,BFS Bancorp.,USA,Savings Bank/Thrift/Mutual,New York
101677,"BFS Bankorp, Inc. (NASDAQGM:BFSI)",USA,Savings Bank/Thrift/Mutual,New York
107060,Big Foot Financial Corp. (NASDAQGM:BFFC),USA,Savings Bank/Thrift/Mutual,Wisconsin
102175,Big Sky Bancorp Inc. (NASDAQGM:BBKY),USA,Savings Bank/Thrift/Mutual,Montana
4050551,Blue Foundry Bancorp (NASDAQGS:BLFY),USA,Savings Bank/Thrift/Mutual,New Jersey
4436012,"Blue Hills Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Massachusetts
1974140,"Blue River Bancshares, Inc.",USA,Savings Bank/Thrift/Mutual,Indiana
101674,Bluegreen Vacations Holding Corporation,USA,Savings Bank/Thrift/Mutual,Florida
101781,BNF Bancorp Inc (NYSEAM:BNF),USA,Savings Bank/Thrift/Mutual,Illinois
19201640,Bogota Financial Corp. (NASDAQCM:BSBK),USA,Savings Bank/Thrift/Mutual,New Jersey
1025186,Boston Bancorp (NASDAQGM:SBOS),USA,Savings Bank/Thrift/Mutual,Massachusetts
101675,Boston Five Bancorp (NASDAQGM:BFCS),USA,Savings Bank/Thrift/Mutual,Massachusetts
1032012,"BostonFed Bancorp, Inc. (NYSEAM:BFD)",USA,Savings Bank/Thrift/Mutual,Massachusetts
4106605,Bradford Mid-Tier Company,USA,Savings Bank/Thrift/Mutual,Pennsylvania
101688,Braintree Savings Bank,USA,Savings Bank/Thrift/Mutual,Massachusetts
101451,Brandywine Savings and Loan,USA,Savings Bank/Thrift/Mutual,Pennsylvania
102470,Brentwood Financial Corp. (NASDAQGM:BSAF),USA,Savings Bank/Thrift/Mutual,California
1001635,Brevard Federal Savings & Loan Association,USA,Savings Bank/Thrift/Mutual,Florida
102416,"Bridgeville Savings Bank, FSB",USA,Savings Bank/Thrift/Mutual,Pennsylvania
101337,Broadview Savings Bank,USA,Savings Bank/Thrift/Mutual,Illinois
102621,Broadway Financial Corporation (NASDAQCM:BYFC),USA,Savings Bank/Thrift/Mutual,California
101673,Brookfield Bancshares Corporation,USA,Savings Bank/Thrift/Mutual,Wisconsin
102474,"Brooklyn Bancorp, Inc. (NASDAQGM:BRKB)",USA,Savings Bank/Thrift/Mutual,New York
4097459,"Brooklyn Federal Bancorp, Inc. (MHC)",USA,Savings Bank/Thrift/Mutual,New York
101683,Brooklyn Savings Bank,USA,Savings Bank/Thrift/Mutual,New York
4252679,"BSB Bancorp, Inc. (NASDAQGM:BLMT)",USA,Savings Bank/Thrift/Mutual,Massachusetts
101671,Buckeye Financial Corporation,USA,Savings Bank/Thrift/Mutual,Ohio
4056989,BUCS Financial Corp,USA,Savings Bank/Thrift/Mutual,Maryland
1002498,Bullitt Federal Savings Bank,USA,Savings Bank/Thrift/Mutual,Kentucky
102567,"Bunker Hill Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Massachusetts
101670,Burritt InterFinancial Bancorporation,USA,Savings Bank/Thrift/Mutual,Wisconsin
4095423,"BV Financial, Inc. (NASDAQCM:BVFL)",USA,Savings Bank/Thrift/Mutual,Maryland
101338,Cabarrus Savings Bank,USA,Savings Bank/Thrift/Mutual,North Carolina
101691,"Cal Fed Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,California
1003098,"Caldwell Savings Bank, Inc.",USA,Savings Bank/Thrift/Mutual,New Jersey
1001846,California Federal Bank,USA,Savings Bank/Thrift/Mutual,California
101700,California Financial Holding Company (NASDAQGM:CFHC),USA,Savings Bank/Thrift/Mutual,California
102156,"Calumet Bancorp, Inc. (NASDAQGM:CBCI)",USA,Savings Bank/Thrift/Mutual,Illinois
1006221,Cambridgeport Bank,USA,Savings Bank/Thrift/Mutual,Connecticut
102534,Cameron Financial Corporation,USA,Savings Bank/Thrift/Mutual,Missouri
1024600,Campello Bancorp,USA,Savings Bank/Thrift/Mutual,Massachusetts
4171846,"Cape Bancorp, Inc. (NASDAQGM:CBNJ)",USA,Savings Bank/Thrift/Mutual,New Jersey
101455,Capital Federal Savings and Loan,USA,Savings Bank/Thrift/Mutual,Kansas
102362,"Capital Savings Bancorp, Inc. (NASDAQGM:CAPS)",USA,Savings Bank/Thrift/Mutual,Pennsylvania
4044379,"Capitol Federal Financial, Inc. (NASDAQGS:CFFN)",USA,Savings Bank/Thrift/Mutual,Kansas
101690,"Cardinal Financial Group, Inc.",USA,Savings Bank/Thrift/Mutual,Virginia
1031017,"Cargill Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Iowa
1002596,Caribbean Federal Savings Bank of Puerto Rico,USA,Savings Bank/Thrift/Mutual,Puerto Rico
4042013,Carnegie Financial Corporation (NASDAQGM:CAFN),USA,Savings Bank/Thrift/Mutual,Pennsylvania
101763,Carolina Bancorp Inc.,USA,Savings Bank/Thrift/Mutual,North Carolina
101850,Carolina Financial Corp.,USA,Savings Bank/Thrift/Mutual,North Carolina
102684,"Carolina Fincorp, Inc. (NASDAQGM:CFNC)",USA,Savings Bank/Thrift/Mutual,North Carolina
1000115,Carolina Savings Bank,USA,Savings Bank/Thrift/Mutual,North Carolina
1006577,Caroline Savings Bank,USA,Savings Bank/Thrift/Mutual,Maryland
101453,Carteret Bancorp Inc,USA,Savings Bank/Thrift/Mutual,New Jersey
112079,"Carver Bancorp, Inc. (OTCQB:CARV)",USA,Savings Bank/Thrift/Mutual,Minnesota
28081274,"Catalyst Bancorp, Inc. (NASDAQCM:CLST)",USA,Savings Bank/Thrift/Mutual,Louisiana
102642,Catskill Financial Corporation (NASDAQGM:CATB),USA,Savings Bank/Thrift/Mutual,New York
102244,"CB Bancorp, Inc. (NASDAQGM:CBCO)",USA,Savings Bank/Thrift/Mutual,Hawaii
4054869,CBCT Bancshares Inc (NASDAQGM:CBCB),USA,Savings Bank/Thrift/Mutual,Illinois
106908,"CBES Bancorp, Inc. (NASDAQGM:CBES)",USA,Savings Bank/Thrift/Mutual,Illinois
4044756,"CBM Bancorp, Inc. (OTCPK:CBMB)",USA,Savings Bank/Thrift/Mutual,Maryland
102076,CENFED Financial Corp. (NASDAQGM:CENF),USA,Savings Bank/Thrift/Mutual,California
101304,"CENIT Bancorp, Inc. (NASDAQGM:CNIT)",USA,Savings Bank/Thrift/Mutual,Florida
101712,"Centennial Savings Bank, FSB",USA,Savings Bank/Thrift/Mutual,California
1024707,Center Financial Corporation (NASDAQGM:CFCX),USA,Savings Bank/Thrift/Mutual,California
101454,Centerbanc Savings,USA,Savings Bank/Thrift/Mutual,Illinois
1022807,Centerpoint Bank,USA,Savings Bank/Thrift/Mutual,North Carolina
4045527,"Central Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Massachusetts
101696,Central Co-operative Bank,USA,Savings Bank/Thrift/Mutual,Massachusetts
4629645,"Central Federal Bancshares, Inc.",USA,Savings Bank/Thrift/Mutual,Missouri
101705,Central Holding Company,USA,Savings Bank/Thrift/Mutual,Wisconsin
102120,Central Indiana Bancorp,USA,Savings Bank/Thrift/Mutual,Indiana
101708,Central Jersey Financial Corporation (NASDAQGM:CJFC),USA,Savings Bank/Thrift/Mutual,New Jersey
101717,Central Pennsylvania Financial Corp.,USA,Savings Bank/Thrift/Mutual,Pennsylvania
111746117,"Central Plains Bancshares, Inc. (NASDAQCM:CPBI)",USA,Savings Bank/Thrift/Mutual,Nebraska
101350,Centrust Savings And Loan Association,USA,Savings Bank/Thrift/Mutual,Florida
102685,"Century Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Massachusetts
4188593,"Century Commercial Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,California
4260843,Century Next Financial Corporation (OTCQX:CTUY),USA,Savings Bank/Thrift/Mutual,Louisiana
1021840,Cenvest Inc. (OTCPK:CBCT),USA,Savings Bank/Thrift/Mutual,Connecticut
102196,CF Bancorp Inc (NASDAQGM:CFBC),USA,Savings Bank/Thrift/Mutual,Kentucky
1000430,CFBank National Association,USA,Savings Bank/Thrift/Mutual,Ohio
4040394,CFS Bancorp Inc. (NASDAQGM:CITZ),USA,Savings Bank/Thrift/Mutual,Indiana
4025560,CFS Bancshares Inc.,USA,Savings Bank/Thrift/Mutual,Texas
101703,CFS Financial Corporation (NASDAQGM:CFSC),USA,Savings Bank/Thrift/Mutual,Illinois
29795149,"CFSB Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,New York
101537,"CFSB Bancorp, Inc. (NASDAQGM:CFSB)",USA,Savings Bank/Thrift/Mutual,Massachusetts
1020613,CFX Corporation (NYSEAM:CFX),USA,Savings Bank/Thrift/Mutual,New Hampshire
4025279,"CGB&L Financial Group, Inc.",USA,Savings Bank/Thrift/Mutual,Wisconsin
1014743,"Charter Bank, Savings Bank",USA,Savings Bank/Thrift/Mutual,Wisconsin
4065088,Charter Financial Corporation,USA,Savings Bank/Thrift/Mutual,Washington
102352,Charter Financial Inc. (NASDAQGM:CBSB),USA,Savings Bank/Thrift/Mutual,Connecticut
101698,Charter FSB Bancorp Inc (NASDAQGM:CFED),USA,Savings Bank/Thrift/Mutual,Pennsylvania
1000945,"Chase Federal Bank, A Federal Savings Bank",USA,Savings Bank/Thrift/Mutual,Florida
4064424,Chesterfield Financial Corp. (NASDAQGM:CFSL),USA,Savings Bank/Thrift/Mutual,Virginia
4088228,Cheviot Financial Corp.,USA,Savings Bank/Thrift/Mutual,Ohio
102161,"Chevy Chase Bank, F.S.B.",USA,Savings Bank/Thrift/Mutual,Maryland
4120676,"Chicopee Bancorp, Inc. (NASDAQGM:CBNK)",USA,Savings Bank/Thrift/Mutual,Massachusetts
4581572,"Cincinnati Bancorp, Inc. (OTCPK:CNNB)",USA,Savings Bank/Thrift/Mutual,Ohio
102118,Circle Financial Corp. (NASDAQGM:CRCL),USA,Savings Bank/Thrift/Mutual,Pennsylvania
101695,Citadel Holding Corporation,USA,Savings Bank/Thrift/Mutual,California
102112,"CitFed Bancorp, Inc. (NASDAQGM:CTZN)",USA,Savings Bank/Thrift/Mutual,Ohio
4043156,Citibank (West) Bancorp Inc.,USA,Savings Bank/Thrift/Mutual,California
102555,CitiSave Financial Corp (NYSEAM:CZF),USA,Savings Bank/Thrift/Mutual,Illinois
113066,Citizens Bancorp (NASDAQGM:CIBC),USA,Savings Bank/Thrift/Mutual,Oregon
102394,Citizens Bank of Connecticut,USA,Savings Bank/Thrift/Mutual,Connecticut
1001724,Citizens Federal Savings & Loan Association,USA,Savings Bank/Thrift/Mutual,Ohio
1001035,Citizens Federal Savings Bank,USA,Savings Bank/Thrift/Mutual,Alabama
1001194,Citizens Financial Bank,USA,Savings Bank/Thrift/Mutual,Illinois
4057428,"Citizens First Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,New Jersey
102637,Citizens First Financial Corp. (NASDAQGM:CFSB),USA,Savings Bank/Thrift/Mutual,Illinois
101462,"Citizens Savings and Loan, Federal Association",USA,Savings Bank/Thrift/Mutual,Missouri
1013894,"Citizens Savings Bank, SSB",USA,Savings Bank/Thrift/Mutual,Mississippi
4004401,Citizens South Banking Corporation,USA,Savings Bank/Thrift/Mutual,Washington
101460,City Savings Bank of Meriden,USA,Savings Bank/Thrift/Mutual,Connecticut
4072316,City Savings Financial Corp. (NASDAQGM:CSFC),USA,Savings Bank/Thrift/Mutual,New Jersey
101348,CityFed Financial Corp.,USA,Savings Bank/Thrift/Mutual,New Jersey
102504,"CKF Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Virginia
4088092,Clifton Bancorp Inc. (NASDAQGM:CSBK),USA,Savings Bank/Thrift/Mutual,New Jersey
1000499,Clinton Federal Savings & Loan Association,USA,Savings Bank/Thrift/Mutual,New Jersey
4149209,"CMS Bancorp, Inc. (NASDAQGM:CMSB)",USA,Savings Bank/Thrift/Mutual,New York
102644,"CNS Bancorp, Inc. (NASDAQGM:CNSB)",USA,Savings Bank/Thrift/Mutual,Michigan
4038394,CNY Financial Corp. (NASDAQGM:CNYF),USA,Savings Bank/Thrift/Mutual,New York
101457,Coast Federal Savings and Loan Association,USA,Savings Bank/Thrift/Mutual,California
101720,"Coast Savings Financial, Inc. (NYSE:CSA)",USA,Savings Bank/Thrift/Mutual,California
101459,Coastal Bancorp,USA,Savings Bank/Thrift/Mutual,South Carolina
102193,Coastal Bancorp Inc. (NASDAQGM:CBSA),USA,Savings Bank/Thrift/Mutual,Texas
102063,Coastal Financial Corporation,USA,Savings Bank/Thrift/Mutual,South Carolina
4320571,"Coastway Bancorp, Inc. (NASDAQGM:CWAY)",USA,Savings Bank/Thrift/Mutual,Rhode Island
113572,Coddle Creek Financial Corp.,USA,Savings Bank/Thrift/Mutual,Oklahoma
101706,Cohasset Savings Bank,USA,Savings Bank/Thrift/Mutual,Massachusetts
4040612,Cohoes Bancorp Inc.,USA,Savings Bank/Thrift/Mutual,New York
101714,"Collective Bancorp, Inc. (NASDAQGM:COFD)",USA,Savings Bank/Thrift/Mutual,New Jersey
101869,Colombo Bank (OTCPK:IFSB),USA,Savings Bank/Thrift/Mutual,Maryland
4086904,"Colonial Financial Services, Inc.",USA,Savings Bank/Thrift/Mutual,New Jersey
113859,"Columbia Financial of Kentucky, Inc. (NASDAQGM:CFKY)",USA,Savings Bank/Thrift/Mutual,Kentucky
4044652,"Columbia Financial, Inc. (NASDAQGS:CLBK)",USA,Savings Bank/Thrift/Mutual,South Carolina
101699,"Columbia First Bank, FSB (NASDAQGM:CFFS)",USA,Savings Bank/Thrift/Mutual,South Carolina
1026602,Columbia Savings and Loan Association,USA,Savings Bank/Thrift/Mutual,South Carolina
1003132,"Columbian Bank, FSB",USA,Savings Bank/Thrift/Mutual,South Carolina
101701,ComFed Bancorp Inc. (NYSEAM:CFK),USA,Savings Bank/Thrift/Mutual,Massachusetts
4054161,"Commercial Capital Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,California
101697,Commercial Federal Corp. (NYSE:CFB),USA,Savings Bank/Thrift/Mutual,Nebraska
102338,"Commonwealth Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Pennsylvania
101340,Commonwealth Financial Group,USA,Savings Bank/Thrift/Mutual,Pennsylvania
101344,Commonwealth Savings & Loan,USA,Savings Bank/Thrift/Mutual,Virginia
101694,"Community Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Vermont
1014949,Community Bank,USA,Savings Bank/Thrift/Mutual,New York
1020201,"Community Bankshares, Inc. (NASDAQGM:CBNH)",USA,Savings Bank/Thrift/Mutual,New Hampshire
102406,"Community Federal Bancorp, Inc. (NASDAQGM:CFTP)",USA,Savings Bank/Thrift/Mutual,New Jersey
102057,Community Financial Corporation,USA,Savings Bank/Thrift/Mutual,Maryland
4087234,Community First Bancorp Inc. (NASDAQGM:CFBC),USA,Savings Bank/Thrift/Mutual,South Carolina
102513,"Community Investors Bancorp, Inc. (OTCQX:CIBN)",USA,Savings Bank/Thrift/Mutual,Illinois
4807179,"Community Savings Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Ohio
1012887,Community Savings Bank,USA,Savings Bank/Thrift/Mutual,Illinois
101461,Community Savings Bank,USA,Savings Bank/Thrift/Mutual,Illinois
1013875,"Community Savings Bank, SSB",USA,Savings Bank/Thrift/Mutual,North Carolina
113684,"Community Savings Bankshares, Inc. (NASDAQGM:CMSV)",USA,Savings Bank/Thrift/Mutual,Pennsylvania
101347,"Community Shares, Ltd.",USA,Savings Bank/Thrift/Mutual,Pennsylvania
102596,"Conestoga Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Pennsylvania
1014266,Conestoga Bank,USA,Savings Bank/Thrift/Mutual,Pennsylvania
1025192,"Connecticut Bancshares, Inc. (NASDAQGM:SBMC)",USA,Savings Bank/Thrift/Mutual,Connecticut
